year,month,CPI (minus food + energy),Housing (minus utilities),Transportation (minus motor fuel),Entertainment
2018,M05,482.3616501,236.6756372,61.90973992,
2018,M06,483.1176188,236.9929661,62.08078717,
2018,M07,484.2377048,237.6514356,62.20805723,
2018,M08,484.1576375,238.3211569,62.25608674,
2018,M09,485.0826303,238.821204,62.23114248,
2018,M10,485.2600698,239.4711849,62.35569048,
2018,M11,486.9051767,240.2137781,62.38875556,
2018,M12,488.9504868,240.8698994,62.26227463,
2019,M01,491.0488598,241.4925762,62.23962106,
2019,M02,491.5092862,242.2333611,62.09492433,
2019,M03,491.704755,243.0007205,62.32975666,
2019,M04,492.0293586,243.8010653,62.61886954,
2019,M05,493.2020071,244.367171,62.54760305,
2019,M06,495.4954085,245.2588856,62.73029616,
2019,M07,496.3192037,245.8437783,62.67141974,
2019,M08,497.7676344,246.2621584,62.69989078,
2019,M09,498.7907005,247.0885561,62.7478185,
2019,M10,498.8709899,247.3309055,62.76133405,
2019,M11,499.3419531,247.8814249,62.55411382,
2019,M12,499.8425364,248.279591,62.37027256,
2020,M01,501.0969739,248.9982741,62.29368617,
2020,M02,503.2170529,249.7575429,62.34192332,
2020,M03,505.0986602,249.9351473,61.98700038,
2020,M04,507.0146634,250.131729,60.66986398,
2020,M05,507.6130451,250.6854491,59.79389754,
2020,M06,507.7354322,251.0909604,60.26127674,
2020,M07,509.7291931,251.6536294,61.48047345,
2020,M08,511.2839742,252.2999777,62.07556997,
2020,M09,511.6983887,252.4135945,62.77476854,
2020,M10,511.8727148,252.5899099,63.03053692,
2020,M11,512.3763619,253.0315466,63.16720122,
2020,M12,511.8548355,253.3785772,62.99839232,
2021,M01,510.6346332,253.4978438,62.72830315,
2021,M02,509.372908,253.7844231,62.61755567,
2021,M03,508.8510761,254.5391107,63.21365086,
2021,M04,513.6900313,255.6214615,65.52886315,
2021,M05,517.6974223,256.654682,67.43192339,
2021,M06,522.0368326,257.7179909,70.06296963,
2021,M07,523.2520246,258.6683146,70.19335146,
